,imb,reconstructed_imb,reconstructed_error
9072,0.4978959449120122,0.4981302,5.4876520732782657e-08
9073,0.4985893267023718,0.4985273,3.848746384037233e-09
9074,0.4995457153787299,0.49909195,2.0590026080348254e-07
9075,0.49827850038255544,0.49836138,6.868850005945421e-09
9076,0.4982067712318286,0.49829665,8.077880899584345e-09
9077,0.49897188217291505,0.4987385,5.446840758152983e-08
9078,0.498493687834736,0.49847972,1.9499062545375497e-10
9079,0.4986132364192808,0.49854204,5.0688466094004516e-09
9080,0.4980394032134659,0.49820286,2.671823724180891e-08
9081,0.4981589517980107,0.49827978,1.4599490513922889e-08
9082,0.4982306809487375,0.4983281,9.488467559759988e-09
9083,0.4987566947207345,0.49862584,1.712172347057091e-08
9084,0.4983263198163733,0.4983777,2.6410106710108785e-09
9085,0.4976568477429227,0.4979888,1.101858437165327e-07
9086,0.4984219586840092,0.49843213,1.0344796955885693e-10
9087,0.4983502295332823,0.49839026,1.602226795744802e-09
9088,0.4971547436878347,0.49772167,3.214077770178833e-07
9089,0.49808722264728383,0.49825665,2.870682987587861e-08
9090,0.4987088752869166,0.49860877,1.0021471637220853e-08
9091,0.4986371461361897,0.4985653,5.163821982183717e-09
9092,0.4984219586840092,0.49843213,1.0344796955885693e-10
9093,0.49799158377964803,0.49818462,3.726349741950426e-08
9094,0.4989479724560061,0.49872938,4.7783542754162686e-08
9095,0.4984458684009181,0.49845472,7.834694485514226e-11
9096,0.4987566947207345,0.49862584,1.712172347057091e-08
9097,0.4991392501912777,0.49883246,9.411763331425803e-08
9098,0.4981111323641928,0.4982657,2.3895313107356867e-08
9099,0.498517597551645,0.49848196,1.2700989122000458e-09
9100,0.4979198546289212,0.49816155,5.8418748666814665e-08
9101,0.4979437643458301,0.4981671,4.9877728353467574e-08
9102,0.4983980489671002,0.49842367,6.562201782546087e-10
9103,0.4988284238714613,0.49866888,2.5454479678804903e-08
9104,0.49818286151491964,0.4982883,1.111803618734552e-08
9105,0.4986132364192808,0.49854204,5.0688466094004516e-09
9106,0.4986132364192808,0.49854204,5.0688466094004516e-09
9107,0.49887624330527924,0.4987086,2.8102344476228766e-08
9108,0.4985415072685539,0.49851313,8.051369248136231e-10
9109,0.4984458684009181,0.49845472,7.834694485514226e-11
9110,0.498493687834736,0.49847972,1.9499062545375497e-10
9111,0.49878060443764344,0.49863783,2.0385896245471744e-08
9112,0.4983263198163733,0.4983777,2.6410106710108785e-09
9113,0.498517597551645,0.49848196,1.2700989122000458e-09
9114,0.498517597551645,0.49848196,1.2700989122000458e-09
9115,0.4978959449120122,0.4981302,5.4876520732782657e-08
9116,0.4986371461361897,0.4985653,5.163821982183717e-09
9117,0.498517597551645,0.49848196,1.2700989122000458e-09
9118,0.4985415072685539,0.49851313,8.051369248136231e-10
9119,0.4982067712318286,0.49829665,8.077880899584345e-09
9120,0.4979437643458301,0.4981671,4.9877728353467574e-08
9121,0.4979198546289212,0.49816155,5.8418748666814665e-08
9122,0.498493687834736,0.49847972,1.9499062545375497e-10
9123,0.49708301453710785,0.49764833,3.1957992492921584e-07
9124,0.498493687834736,0.49847972,1.9499062545375497e-10
9125,0.49856541698546286,0.49851942,2.1156652881252877e-09
9126,0.4979198546289212,0.49816155,5.8418748666814665e-08
9127,0.4977285768936496,0.49803802,9.575733230466473e-08
9128,0.498517597551645,0.49848196,1.2700989122000458e-09
9129,0.4972982019892884,0.4977832,2.3523650875197377e-07
9130,0.498493687834736,0.49847972,1.9499062545375497e-10
9131,0.49856541698546286,0.49851942,2.1156652881252877e-09
9132,0.4983980489671002,0.49842367,6.562201782546087e-10
9133,0.49677218821729147,0.49749115,5.169076187128744e-07
9134,0.4988045141545524,0.49866042,2.076444789468289e-08
9135,0.49856541698546286,0.49851942,2.1156652881252877e-09
9136,0.49956962509563885,0.4991004,2.2018429992495662e-07
9137,0.49868496557000763,0.49857584,1.1909171368466516e-08
9138,0.498015493496557,0.49819434,3.1984959798247484e-08
9139,0.4976090283091048,0.49797818,1.3627344849697123e-07
